City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Nome,US,64.5011,-165.4064,23.16,63,20,8.05,few clouds
466,Hakkari,TR,37.5833,44.1667,38.05,76,16,2.35,few clouds
467,Marsaxlokk,MT,35.8419,14.5431,67.08,82,75,11.5,moderate rain
468,Lagoa,PT,39.05,-27.9833,67.06,73,92,21.99,overcast clouds
469,Qaqortoq,GL,60.7167,-46.0333,30.7,73,11,6.15,few clouds
470,Dublin,US,37.7021,-121.9358,75.83,66,1,5.99,clear sky
471,Rio Gallegos,AR,-51.6226,-69.2181,60.85,31,75,17.27,broken clouds
472,Egvekinot,RU,66.3167,-179.1667,3.02,88,96,3.76,overcast clouds
473,Yukon,US,35.5067,-97.7625,58.08,68,90,1.01,overcast clouds
474,Shache,CN,38.4167,77.2406,46.83,37,30,3.11,scattered clouds
475,Aripuana,BR,-9.1667,-60.6333,74.53,94,99,2.66,overcast clouds
476,Yashkino,RU,55.8736,85.4265,25.36,68,54,6.04,broken clouds
477,Asosa,ET,10.0667,34.5333,61.11,88,100,4.41,overcast clouds
478,Porangatu,BR,-13.4408,-49.1486,82.92,51,97,1.01,overcast clouds
479,Pacific Grove,US,36.6177,-121.9166,78.58,76,1,3.0,clear sky
480,Takoradi,GH,4.8845,-1.7554,78.57,85,12,8.41,few clouds
481,Ures,MX,29.4333,-110.4,89.28,12,0,5.35,clear sky
482,Guiren,CN,33.6697,118.1889,56.66,71,93,4.97,light rain
483,Taltal,CL,-25.4,-70.4833,62.8,75,23,5.5,few clouds
484,Richards Bay,ZA,-28.783,32.0377,66.11,81,100,5.48,overcast clouds
485,Maraba,BR,-5.3686,-49.1178,77.2,82,86,2.57,overcast clouds
486,Truro,GB,50.2653,-5.0544,59.76,94,75,18.41,broken clouds
487,Foz,ES,43.5692,-7.2544,56.93,75,6,5.23,clear sky
488,Srednekolymsk,RU,67.45,153.6833,-7.94,98,59,2.66,broken clouds
489,Saint-Pierre,RE,-21.3393,55.4781,69.48,70,0,6.91,clear sky
490,Magadan,RU,59.5667,150.8,26.17,77,100,4.16,overcast clouds
491,Kulhudhuffushi,MV,6.6221,73.07,80.78,75,99,5.77,overcast clouds
492,Brae,GB,60.3964,-1.353,51.71,81,54,8.03,broken clouds
493,Ledyard,US,41.4398,-72.0142,52.99,78,90,8.01,overcast clouds
494,Batsfjord,NO,70.6345,29.7185,25.77,72,63,9.4,broken clouds
495,Malindi,KE,-3.2175,40.1191,77.0,81,3,11.01,clear sky
496,Berlevag,NO,70.8578,29.0864,30.2,66,79,14.94,light snow
497,Auki,SB,-8.7676,160.7034,86.27,62,64,1.9,broken clouds
498,Emerald,AU,-23.5333,148.1667,82.98,47,40,10.36,scattered clouds
499,Linares,CL,-35.85,-71.6,68.95,47,13,2.33,few clouds
500,Keti Bandar,PK,24.1447,67.4497,78.21,56,0,7.54,clear sky
501,Kamaishi,JP,39.2667,141.8833,52.75,73,23,7.4,few clouds
502,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,19,0,27.63,clear sky
503,Alice Springs,AU,-23.7,133.8833,89.15,33,16,12.66,few clouds
504,Grand Gaube,MU,-20.0064,57.6608,72.37,73,6,1.99,clear sky
505,La Asuncion,VE,11.0333,-63.8628,76.73,100,100,11.5,overcast clouds
506,Sitka,US,57.0531,-135.33,46.29,81,90,16.11,light rain
507,Lethem,GY,3.3803,-59.7968,81.52,67,63,5.17,broken clouds
508,Atambua,ID,-9.1061,124.8925,79.74,70,70,3.44,broken clouds
509,Conceicao Do Araguaia,BR,-8.2578,-49.2647,86.63,42,52,4.0,broken clouds
510,Abbeville,FR,50.1,1.8333,51.49,86,59,7.67,broken clouds
511,Awbari,LY,26.5921,12.7805,70.45,28,80,9.44,broken clouds
512,Kumta,IN,14.4167,74.4,73.44,69,27,7.58,scattered clouds
513,Ust-Kalmanka,RU,52.1207,83.305,28.29,68,90,0.6,overcast clouds
514,Llata,PE,-9.4167,-76.7833,55.24,78,40,5.21,scattered clouds
515,Forrest City,US,35.0081,-90.7898,66.06,93,100,11.65,heavy intensity rain
516,Mogadishu,SO,2.0371,45.3438,79.27,82,22,10.11,few clouds
517,Zhangye,CN,38.9342,100.4517,39.87,48,8,4.0,clear sky
518,Santa Rosa,PH,14.3122,121.1114,81.1,78,60,9.89,broken clouds
519,Okha,RU,53.5739,142.9478,40.78,88,79,11.16,broken clouds
520,Kieta,PG,-6.2167,155.6333,83.03,77,39,4.83,light rain
521,Copiapo,CL,-27.3667,-70.3333,58.69,40,0,6.08,clear sky
522,Paveh,IR,35.0434,46.3565,47.23,61,15,3.91,few clouds
523,Doctor Arroyo,MX,23.6667,-100.1833,78.39,21,1,12.08,clear sky
524,Kibre Mengist,ET,5.8833,38.9833,58.39,98,85,1.72,light rain
525,Suntar,RU,62.1444,117.6319,27.5,69,51,12.59,broken clouds
526,Kisangani,CD,0.5167,25.2,70.45,98,94,1.79,light rain
527,Quatre Cocos,MU,-20.2078,57.7625,72.09,71,6,8.14,clear sky
528,Kodinsk,RU,58.6881,99.1844,25.0,64,69,9.91,broken clouds
529,San Martin,AR,-33.081,-68.4681,90.14,19,52,3.76,broken clouds
530,Tucuma,BR,-0.1833,-50.05,80.01,77,38,10.49,scattered clouds
531,Klenovyy,UA,48.1193,39.4588,35.55,47,0,1.74,clear sky
532,Muros,ES,42.7762,-9.0603,60.84,94,5,5.84,clear sky
533,Sungairaya,ID,0.7,108.9,78.04,87,100,3.06,light rain
534,Nouakchott,MR,18.0858,-15.9785,84.13,54,79,13.71,broken clouds
535,Arlit,NE,18.7369,7.3853,84.6,13,3,7.31,clear sky
536,Homer,US,59.6425,-151.5483,39.07,64,1,6.91,clear sky
537,Batagay,RU,67.6333,134.6333,4.62,98,73,3.4,broken clouds
538,Asau,RO,46.4333,26.4,44.76,77,20,4.32,few clouds
539,Oga,IT,46.4631,10.347,35.69,64,0,3.06,clear sky
540,Zhigansk,RU,66.7697,123.3711,20.71,94,100,25.01,snow
541,Umm Lajj,SA,25.0213,37.2685,79.68,59,0,7.05,clear sky
542,Nizwa,OM,22.9333,57.5333,72.45,78,43,4.47,scattered clouds
543,Nuevo Laredo,MX,27.4763,-99.5164,91.38,11,1,19.57,clear sky
544,Bacolod,PH,10.6667,122.95,79.43,83,99,4.38,overcast clouds
545,Buchanan,LR,5.8808,-10.0467,78.31,87,100,6.22,overcast clouds
546,Emba,KZ,48.8264,58.1442,32.29,45,6,6.31,clear sky
547,Choya,RU,52.0108,86.5467,30.79,99,100,0.89,overcast clouds
548,Nelson,NZ,-41.2833,173.2833,60.8,74,100,2.35,overcast clouds
549,Atikokan,CA,48.7555,-91.6216,43.99,80,100,9.33,overcast clouds
550,Bandarbeyla,SO,9.4942,50.8122,76.95,71,6,7.27,clear sky
551,Bousso,TD,10.4795,16.7117,81.09,50,38,2.28,scattered clouds
552,Podosinovets,RU,60.2776,47.0659,34.11,97,100,8.39,snow
553,San Vicente,AR,-26.6167,-54.1333,63.93,65,2,3.27,clear sky
554,Miri,MY,4.4148,114.0089,77.14,94,40,0.0,scattered clouds
555,Sukhobezvodnoye,RU,57.0491,44.8891,41.13,89,100,11.34,light rain
556,Qui Nhon,VN,13.7667,109.2333,75.97,92,97,4.92,overcast clouds
557,Chimore,BO,-16.9833,-65.1333,84.16,37,52,0.51,broken clouds
558,Sladkovo,RU,55.5284,70.3385,30.97,60,81,10.74,broken clouds
559,Aguimes,ES,27.9054,-15.4461,67.01,73,20,14.97,few clouds
560,Gombong,ID,-7.6072,109.5142,74.84,92,100,1.14,overcast clouds
561,Buala,SB,-8.145,159.5921,84.56,69,46,5.59,light rain
562,Lata,PT,40.1629,-8.3327,54.01,62,0,2.37,clear sky
563,Bandundu,CD,-3.3167,17.3667,69.82,97,80,3.2,broken clouds
564,Lockhart,US,28.6194,-81.4426,82.6,60,1,0.0,clear sky
565,Talcahuano,CL,-36.7167,-73.1167,62.28,67,0,10.36,clear sky
566,Novyy Urgal,RU,51.0736,132.5642,29.46,87,9,0.31,clear sky
567,Zemio,CF,5.0314,25.1361,72.18,85,90,1.41,overcast clouds
568,Camana,PE,-16.6228,-72.7111,64.56,81,7,6.15,clear sky
569,Berezovyy,RU,51.6667,135.7,36.66,84,71,1.79,broken clouds
570,Bintulu,MY,3.1667,113.0333,77.41,94,40,1.99,scattered clouds
571,Nanortalik,GL,60.1432,-45.2371,34.72,67,4,7.09,clear sky
572,Kishi,NG,9.0833,3.85,75.9,83,50,7.67,scattered clouds
573,Socorro,US,31.6546,-106.3033,71.38,12,1,16.11,clear sky
574,Ulety,RU,51.3572,112.4849,33.19,69,10,2.62,clear sky
575,Campos Gerais,BR,-21.235,-45.7586,69.15,89,100,2.46,overcast clouds
576,Izhma,RU,65.0083,53.9113,33.48,99,100,6.98,light snow
577,Nantucket,US,41.2835,-70.0995,52.14,91,100,43.53,light rain
578,Gunnedah,AU,-30.9833,150.25,73.02,30,48,1.05,scattered clouds
579,Marawi,PH,7.9986,124.2928,65.64,91,100,1.74,overcast clouds
580,Port Macquarie,AU,-31.4333,152.9167,77.9,58,70,5.28,broken clouds
581,Chakulia,IN,22.4833,86.7167,71.04,81,8,5.73,clear sky
582,Olafsvik,IS,64.8945,-23.7142,39.22,93,100,26.93,overcast clouds
583,Necochea,AR,-38.5473,-58.7368,69.48,73,0,11.14,clear sky
584,Urubicha,BO,-15.3833,-62.95,83.48,49,81,1.3,broken clouds
585,Post Falls,US,47.718,-116.9516,54.39,57,75,1.99,broken clouds
586,Tharad,IN,24.3961,71.6267,75.06,40,0,6.91,clear sky
587,Jalu,LY,29.0331,21.5482,70.72,55,64,4.54,broken clouds
588,Gatbo,PH,13.5833,123.3833,76.98,88,78,3.42,broken clouds
589,Constantine,DZ,36.365,6.6147,53.01,93,20,3.44,few clouds
590,Yarmouth,US,41.7057,-70.2286,52.14,96,100,38.99,overcast clouds
591,Grindavik,IS,63.8424,-22.4338,39.67,81,0,8.05,clear sky
592,Yanam,IN,16.7333,82.2167,73.9,93,18,3.85,few clouds
593,Marang,MY,5.2056,103.2059,76.93,88,63,3.2,broken clouds
594,Paciran,ID,-6.8767,112.3761,80.44,82,97,6.55,overcast clouds
595,Sassandra,CI,4.95,-6.0833,77.04,89,47,6.49,scattered clouds
596,Whitley Bay,GB,55.0397,-1.4471,61.32,76,40,19.57,scattered clouds
597,Corinto,GR,37.9407,22.9573,61.9,62,34,5.41,scattered clouds
598,Fort Collins,US,40.5853,-105.0844,59.18,30,1,18.01,clear sky
599,Padang,ID,-0.9492,100.3543,76.03,76,93,4.16,moderate rain
600,Shunyi,CN,40.125,116.6453,44.55,70,0,4.47,clear sky
601,Vrnjacka Banja,RS,43.6167,20.9,31.23,89,2,1.3,clear sky
602,Puerto Narino,CO,-3.7703,-70.3831,82.35,93,99,1.41,overcast clouds
603,Hualmay,PE,-11.0964,-77.6139,65.75,78,34,9.66,scattered clouds
604,Zarubino,RU,42.63,131.0922,45.27,61,2,15.43,clear sky
605,Plastun,RU,44.7561,136.2939,43.36,77,96,10.27,overcast clouds
606,Dunedin,NZ,-45.8742,170.5036,59.81,75,18,8.01,few clouds
607,Mbanza-Ngungu,CD,-5.25,14.8667,67.12,94,82,1.45,broken clouds
608,Hibbing,US,47.4272,-92.9377,44.06,81,90,9.22,overcast clouds
609,Kyabe,TD,9.4515,18.9449,78.3,67,8,3.38,clear sky
610,Shirakawa,JP,37.1223,140.2376,59.4,75,36,5.1,scattered clouds
611,Kabo,CF,7.6994,18.629,74.79,81,51,0.6,broken clouds
612,Sinnamary,GF,5.3833,-52.95,78.44,86,26,9.37,scattered clouds
613,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.15,97,92,2.75,overcast clouds
614,Beloha,MG,-25.1667,45.05,67.33,76,93,14.03,overcast clouds
615,Aksarka,RU,66.5606,67.7975,14.05,91,100,5.77,overcast clouds
616,Porbandar,IN,21.6422,69.6093,79.32,55,5,6.96,clear sky
617,Moerai,PF,-22.4333,-151.3333,70.18,89,100,20.65,moderate rain
618,Kununurra,AU,-15.7667,128.7333,80.58,83,40,4.61,scattered clouds
619,Constitucion,CL,-35.3333,-72.4167,56.26,83,21,13.04,few clouds
620,Waingapu,ID,-9.6567,120.2641,83.07,72,59,7.23,broken clouds
621,Jambi,ID,-1.6,103.6167,74.75,97,100,2.93,overcast clouds
622,Taoudenni,ML,22.6783,-3.9836,85.6,17,95,17.0,overcast clouds
623,Victor Harbor,AU,-35.5667,138.6167,68.79,90,100,7.58,heavy intensity rain
624,Puteyets,RU,65.1716,57.091,26.35,95,100,13.04,snow
625,Catuday,PH,16.2923,119.8062,78.24,78,7,9.46,clear sky
626,Barre,US,44.197,-72.5021,51.62,65,1,3.44,clear sky
627,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,82,40,9.78,scattered clouds
628,Gao,ML,16.6362,1.637,84.18,14,5,9.73,clear sky
629,Nedryhayliv,UA,50.834,33.8763,39.96,89,47,6.46,scattered clouds
630,Progreso,MX,21.2833,-89.6667,93.31,68,43,6.64,scattered clouds
631,Marienburg,PL,54.0359,19.0266,56.95,83,96,12.08,overcast clouds
632,San Quintin,MX,30.4833,-115.95,71.35,47,0,9.31,clear sky
633,Alta Floresta,BR,-9.8756,-56.0861,73.85,94,59,3.22,heavy intensity rain
634,Koboko,UG,3.4136,30.9599,64.45,83,32,2.15,light rain
635,Riachao Do Dantas,BR,-11.0689,-37.725,71.06,92,16,4.38,few clouds
636,Carmen,MX,18.6333,-91.8333,87.12,75,80,8.34,broken clouds
637,Nago,JP,26.5881,127.9761,73.56,60,26,11.5,scattered clouds
638,Ambilobe,MG,-13.2,49.05,72.7,80,63,2.28,broken clouds
639,Buenaventura,CO,3.8801,-77.0312,76.37,94,89,3.18,overcast clouds
640,Mauganj,IN,24.6833,81.8833,64.72,51,0,0.65,clear sky
641,Ygatimi,PY,-24.0833,-55.5,75.74,73,100,4.16,overcast clouds
642,Phaphund,IN,26.6,79.4667,67.08,58,0,1.97,clear sky
643,Sjenica,RS,43.2731,19.9994,34.81,86,8,2.95,clear sky
644,Kirovsk,UA,48.6375,38.6428,37.09,39,0,3.94,clear sky
645,Poya,NC,-21.35,165.15,81.95,64,28,8.48,scattered clouds
646,Gondanglegi,ID,-7.7479,112.0132,77.92,85,100,7.02,overcast clouds
647,Champerico,GT,14.3,-91.9167,90.14,79,66,6.8,broken clouds
648,Kirkwood,US,38.5834,-90.4068,62.74,55,75,1.99,broken clouds
649,Kuybyshevo,RU,47.8123,38.9073,38.34,45,0,2.64,clear sky
650,Lexington,US,37.9887,-84.4777,56.52,60,1,1.01,clear sky
651,Cortes,ES,41.9395,-1.4396,56.61,64,18,6.08,few clouds
652,Dubti,ET,11.7361,41.0853,81.3,35,8,11.16,clear sky
653,Manaus,BR,-3.1019,-60.025,75.69,94,75,6.91,thunderstorm with light rain
654,Asfi,MA,32.2994,-9.2372,65.91,81,0,10.36,clear sky
655,Krasnyy Chikoy,RU,50.3643,108.7512,31.48,73,15,1.54,few clouds
656,Monte Alegre,BR,-2.0078,-54.0692,79.07,78,99,5.08,overcast clouds
657,Nizhniy Odes,RU,63.6445,54.856,32.38,98,100,8.43,snow
658,Port Keats,AU,-14.25,129.55,87.6,63,9,3.53,clear sky
659,Sept-Iles,CA,50.2001,-66.3821,41.05,85,20,1.01,few clouds
660,Mantua,IT,45.1667,10.7833,51.82,64,6,3.78,clear sky
661,Torit,SS,4.4133,32.5678,74.68,64,30,1.5,scattered clouds
662,Kismayo,SO,-0.3582,42.5454,78.44,82,6,12.77,clear sky
663,Batagay-Alyta,RU,67.8006,130.4114,2.23,92,99,0.67,overcast clouds
664,Rincon,US,32.296,-81.2354,70.25,63,20,5.75,few clouds
665,Opuwo,NA,-18.0607,13.84,68.9,30,65,4.5,broken clouds
666,Kalmunai,LK,7.4167,81.8167,77.83,84,100,7.81,overcast clouds
667,Azle,US,32.8951,-97.5459,70.47,49,75,3.0,broken clouds
668,Pyay,MM,18.8167,95.2167,73.17,96,24,5.21,few clouds
669,Nizhniy Kuranakh,RU,58.8353,125.4869,32.72,81,100,7.34,overcast clouds
670,Stromness,GB,58.965,-3.296,53.85,90,100,7.0,overcast clouds
671,Tammisaari,FI,59.9736,23.4339,46.94,95,33,12.21,scattered clouds
672,Broken Hill,AU,-31.95,141.4333,69.51,60,40,24.16,thunderstorm
673,Dicabisagan,PH,17.0818,122.4157,78.03,82,99,10.54,overcast clouds
674,Onguday,RU,50.75,86.15,34.36,97,100,3.38,light rain
675,Qurayyat,SA,31.3318,37.3428,64.58,45,0,11.5,clear sky
676,Gimli,CA,50.6336,-96.9907,47.43,93,100,12.66,light rain
677,Sarangani,PH,5.4033,125.4636,83.46,73,98,9.1,overcast clouds
678,Haines Junction,CA,60.7522,-137.5108,31.95,69,99,1.14,overcast clouds
679,Tahoua,NE,14.8888,5.2692,85.95,15,2,7.36,clear sky
680,Talavera De La Reina,ES,39.9635,-4.8308,54.77,59,0,3.87,clear sky
681,Nampula,MZ,-15.1165,39.2666,73.35,78,75,11.5,broken clouds
682,Ayolas,PY,-27.4,-56.9,77.34,54,1,9.75,clear sky
683,Ararat,AM,39.8317,44.7049,32.34,29,0,2.84,clear sky
684,Banda Aceh,ID,5.5577,95.3222,77.81,83,100,3.36,overcast clouds
685,Neon Karlovasion,GR,37.7903,26.7044,63.91,66,3,10.27,clear sky
686,Praia,CV,14.9215,-23.5087,79.34,78,75,20.71,broken clouds
687,Madras,IN,13.0878,80.2785,80.58,83,75,4.61,mist
688,Tacuarembo,UY,-31.7333,-55.9833,71.55,70,0,5.3,clear sky
689,Codajas,BR,-3.8367,-62.0569,74.95,97,97,1.86,overcast clouds
690,Fort Frances,CA,48.5999,-93.4003,46.62,73,90,1.99,overcast clouds
691,Kijang,KR,35.2442,129.2139,46.13,39,0,5.06,clear sky
692,Monterey,US,36.2505,-121.2516,73.27,42,0,12.21,clear sky
693,Alekseyevskaya,RU,50.2896,42.1845,35.26,46,0,7.52,clear sky
694,Portland,US,45.5234,-122.6762,58.28,87,90,1.01,light rain
695,San Jeronimo,PE,-11.9472,-75.2829,56.8,61,86,6.78,overcast clouds
696,Merauke,ID,-8.4667,140.3333,84.47,65,54,12.15,broken clouds
697,Shenzhen,CN,22.5455,114.0683,77.27,83,87,5.99,overcast clouds
698,Stepnogorsk,KZ,52.3544,71.8869,28.24,50,25,11.59,scattered clouds
